Protein_Gene	RNA_Gene		
IGF2BP1	WDR77		
IGF2BP1	WDR82		
IGF2BP1	WDTC1		
IGF2BP1	WEE1		
IGF2BP1	WHSC1		
IGF2BP1	WHSC1L1		
IGF2BP1	WIPF2		
IGF2BP1	WIPI2		
IGF2BP1	WIZ		
IGF2BP1	WLS		
IGF2BP1	WNK1		
IGF2BP1	WNT5A		
IGF2BP1	WRAP73		
IGF2BP1	WRNIP1		
IGF2BP1	WTAP		
IGF2BP1	WWC2		
IGF2BP1	WWOX		
IGF2BP1	WWP2		
IGF2BP1	WWTR1		
IGF2BP1	XBP1		
IGF2BP1	XIST		
IGF2BP1	XKR6		
IGF2BP1	XPC		
IGF2BP1	XPO1		
IGF2BP1	XPO4		
IGF2BP1	XPO5		
IGF2BP1	XPO6		
IGF2BP1	XPO7		
IGF2BP1	XPOT		
IGF2BP1	XRCC1		
IGF2BP1	XRCC3		
IGF2BP1	XRCC5		
IGF2BP1	XRCC6		
IGF2BP1	XRN2		
IGF2BP1	YAE1D1		
IGF2BP1	YAP1		
IGF2BP1	YARS		
IGF2BP1	YARS2		
IGF2BP1	YBX1		
IGF2BP1	YBX3		
IGF2BP1	YDJC		
IGF2BP1	YEATS2		
IGF2BP1	YIPF2		
IGF2BP1	YKT6		
IGF2BP1	YLPM1		
IGF2BP1	YME1L1		
IGF2BP1	YOD1		
IGF2BP1	YTHDC2		
IGF2BP1	YTHDF1		
IGF2BP1	YTHDF2		
IGF2BP1	YWHAB		
IGF2BP1	YWHAE		
IGF2BP1	YWHAG		
IGF2BP1	YWHAH		
IGF2BP1	YWHAQ		
IGF2BP1	YWHAZ		
IGF2BP1	YY1		
IGF2BP1	YY1AP1		
IGF2BP1	ZBED4		
IGF2BP1	ZBED8		
IGF2BP1	ZBTB10		
IGF2BP1	ZBTB18		
IGF2BP1	ZBTB2		
IGF2BP1	ZBTB21		
IGF2BP1	ZBTB33		
IGF2BP1	ZBTB4		
IGF2BP1	ZBTB44		
IGF2BP1	ZBTB5		
IGF2BP1	ZBTB6		
IGF2BP1	ZBTB7A		
IGF2BP1	ZC3H11A		
IGF2BP1	ZC3H13		
IGF2BP1	ZC3H14		
IGF2BP1	ZC3H15		
IGF2BP1	ZC3H4		
IGF2BP1	ZCCHC14		
IGF2BP1	ZCCHC2		
IGF2BP1	ZCCHC3		
IGF2BP1	ZCCHC9		
IGF2BP1	ZDHHC12		
IGF2BP1	ZDHHC16		
IGF2BP1	ZDHHC20		
IGF2BP1	ZDHHC3		
IGF2BP1	ZDHHC7		
IGF2BP1	ZEB1		
IGF2BP1	ZEB2		
IGF2BP1	ZFAND1		
IGF2BP1	ZFAND5		
IGF2BP1	ZFAND6		
IGF2BP1	ZFAS1		
IGF2BP1	ZFHX4		
IGF2BP1	ZFP36L1		
IGF2BP1	ZFP36L2		
IGF2BP1	ZFP62		
IGF2BP1	ZFP64		
IGF2BP1	ZFP90		
IGF2BP1	ZFP91		
IGF2BP1	ZFR		
IGF2BP1	ZFX		
IGF2BP1	ZFYVE9		
IGF2BP1	ZIC2		
IGF2BP1	ZIC5		
IGF2BP1	ZKSCAN2		
IGF2BP1	ZKSCAN4		
IGF2BP1	ZKSCAN8		
IGF2BP1	ZMIZ2		
IGF2BP1	ZMYM1		
IGF2BP1	ZMYND11		
IGF2BP1	ZMYND19		
IGF2BP1	ZNF121		
IGF2BP1	ZNF131		
IGF2BP1	ZNF142		
IGF2BP1	ZNF143		
IGF2BP1	ZNF146		
IGF2BP1	ZNF148		
IGF2BP1	ZNF155		
IGF2BP1	ZNF175		
IGF2BP1	ZNF202		
IGF2BP1	ZNF207		
IGF2BP1	ZNF217		
IGF2BP1	ZNF224		
IGF2BP1	ZNF226		
IGF2BP1	ZNF23		
IGF2BP1	ZNF235		
IGF2BP1	ZNF236		
IGF2BP1	ZNF24		
IGF2BP1	ZNF251		
IGF2BP1	ZNF263		
IGF2BP1	ZNF281		
IGF2BP1	ZNF286A		
IGF2BP1	ZNF286B		
IGF2BP1	ZNF292		
IGF2BP1	ZNF316		
IGF2BP1	ZNF35		
IGF2BP1	ZNF367		
IGF2BP1	ZNF37A		
IGF2BP1	ZNF384		
IGF2BP1	ZNF395		
IGF2BP1	ZNF398		
IGF2BP1	ZNF41		
IGF2BP1	ZNF410		
IGF2BP1	ZNF449		
IGF2BP1	ZNF451		
IGF2BP1	ZNF473		
IGF2BP1	ZNF503		
IGF2BP1	ZNF507		
IGF2BP1	ZNF510		
IGF2BP1	ZNF511		
IGF2BP1	ZNF512B		
IGF2BP1	ZNF513		
IGF2BP1	ZNF516		
IGF2BP1	ZNF518A		
IGF2BP1	ZNF518B		
IGF2BP1	ZNF525		
IGF2BP1	ZNF569		
IGF2BP1	ZNF577		
IGF2BP1	ZNF580		
IGF2BP1	ZNF594		
IGF2BP1	ZNF598		
IGF2BP1	ZNF608		
IGF2BP1	ZNF618		
IGF2BP1	ZNF629		
IGF2BP1	ZNF638		
IGF2BP1	ZNF644		
IGF2BP1	ZNF646		
IGF2BP1	ZNF655		
IGF2BP1	ZNF664		
IGF2BP1	ZNF678		
IGF2BP1	ZNF687		
IGF2BP1	ZNF689		
IGF2BP1	ZNF703		
IGF2BP1	ZNF704		
IGF2BP1	ZNF711		
IGF2BP1	ZNF721		
IGF2BP1	ZNF740		
IGF2BP1	ZNF75A		
IGF2BP1	ZNF770		
IGF2BP1	ZNF778		
IGF2BP1	ZNF800		
IGF2BP1	ZNF92		
IGF2BP1	ZRANB2		
IGF2BP1	ZSCAN26		
IGF2BP1	ZSCAN30		
IGF2BP1	ZSWIM6		
IGF2BP1	ZSWIM8		
IGF2BP1	ZUFSP		
IGF2BP1	ZWINT		
IGF2BP1	ZXDC		
IGF2BP1	ZYX		
IGF2BP2	AAAS		
IGF2BP2	AAGAB		
IGF2BP2	AARS		
IGF2BP2	ABCA3		
IGF2BP2	ABCE1		
IGF2BP2	ABCF2		
IGF2BP2	ABHD10		
IGF2BP2	ABHD12		
IGF2BP2	ABHD14B		
IGF2BP2	ABHD2		
IGF2BP2	ABHD5		
IGF2BP2	ABI1		
IGF2BP2	ABI2		
IGF2BP2	ABLIM1		
IGF2BP2	ABLIM2		
IGF2BP2	ABRACL		
IGF2BP2	ABT1		
IGF2BP2	AC079949.1		
IGF2BP2	ACACA		
IGF2BP2	ACAD9		
IGF2BP2	ACBD3		
IGF2BP2	ACBD6		
IGF2BP2	ACIN1		
IGF2BP2	ACLY		
IGF2BP2	ACOT7		
IGF2BP2	ACOX1		
IGF2BP2	ACP1		
IGF2BP2	ACSL3		
IGF2BP2	ACSL4		
IGF2BP2	ACTB		
IGF2BP2	ACTG1		
IGF2BP2	ACTL6A		
IGF2BP2	ACTN1		
IGF2BP2	ACTN4		
IGF2BP2	ACTR1A		
IGF2BP2	ACTR1B		
IGF2BP2	ACVR1		
IGF2BP2	ACVR1B		
IGF2BP2	ACYP1		
IGF2BP2	ADAM10		
IGF2BP2	ADAMTS1		
IGF2BP2	ADAR		
IGF2BP2	ADARB1		
IGF2BP2	ADCY9		
IGF2BP2	ADD1		
IGF2BP2	ADD2		
IGF2BP2	ADGRL1		
IGF2BP2	ADGRL2		
IGF2BP2	ADH5		
IGF2BP2	ADIPOR1		
IGF2BP2	ADIPOR2		
IGF2BP2	ADK		
IGF2BP2	ADPGK		
IGF2BP2	ADRM1		
IGF2BP2	ADSS		
IGF2BP2	AEN		
IGF2BP2	AES		
IGF2BP2	AF011889.5		
IGF2BP2	AFF1		
IGF2BP2	AFF4		
IGF2BP2	AFTPH		
IGF2BP2	AGAP1		
IGF2BP2	AGAP3		
IGF2BP2	AGFG1		
IGF2BP2	AGK		
IGF2BP2	AGO1		
IGF2BP2	AGO2		
IGF2BP2	AGPAT1		
IGF2BP2	AGPAT3		
IGF2BP2	AGPS		
IGF2BP2	AGTPBP1		
IGF2BP2	AGTRAP		
IGF2BP2	AHCY		
IGF2BP2	AHCYL1		
IGF2BP2	AHCYL2		
IGF2BP2	AHR		
IGF2BP2	AHRR		
IGF2BP2	AHSA1		
IGF2BP2	AIDA		
IGF2BP2	AK2		
IGF2BP2	AKAP1		
IGF2BP2	AKAP10		
IGF2BP2	AKAP11		
IGF2BP2	AKAP12		
IGF2BP2	AKAP13		
IGF2BP2	AKAP2		
IGF2BP2	AKIRIN1		
IGF2BP2	AKIRIN2		
IGF2BP2	AKT1		
IGF2BP2	AKT1S1		
IGF2BP2	AKT2		
IGF2BP2	AL161626.1		
IGF2BP2	ALDH16A1		
IGF2BP2	ALDH18A1		
IGF2BP2	ALDH1L2		
IGF2BP2	ALDH3A2		
IGF2BP2	ALDH9A1		
IGF2BP2	ALDOA		
IGF2BP2	ALG13		
IGF2BP2	ALG3		
IGF2BP2	ALG8		
IGF2BP2	ALKBH5		
IGF2BP2	ALKBH8		
IGF2BP2	ALMS1		
IGF2BP2	ALYREF		
IGF2BP2	AMFR		
IGF2BP2	AMMECR1L		
IGF2BP2	AMZ2		
IGF2BP2	ANAPC10		
IGF2BP2	ANAPC11		
IGF2BP2	ANAPC13		
IGF2BP2	ANAPC2		
IGF2BP2	ANAPC5		
IGF2BP2	ANKFY1		
IGF2BP2	ANKH		
IGF2BP2	ANKHD1		
IGF2BP2	ANKRD10		
IGF2BP2	ANKRD11		
IGF2BP2	ANKRD12		
IGF2BP2	ANKRD13B		
IGF2BP2	ANKRD13C		
IGF2BP2	ANKRD17		
IGF2BP2	ANKRD18B		
IGF2BP2	ANKRD27		
IGF2BP2	ANKRD30BL		
IGF2BP2	ANKRD52		
IGF2BP2	ANKRD54		
IGF2BP2	ANKS1A		
IGF2BP2	ANLN		
IGF2BP2	ANP32A		
IGF2BP2	ANP32B		
IGF2BP2	ANP32E		
IGF2BP2	ANTXR1		
IGF2BP2	ANXA5		
IGF2BP2	AP1B1		
IGF2BP2	AP1G1		
IGF2BP2	AP1M1		
IGF2BP2	AP2A2		
IGF2BP2	AP2B1		
IGF2BP2	AP2M1		
IGF2BP2	AP2S1		
IGF2BP2	AP3B1		
IGF2BP2	AP3D1		
IGF2BP2	AP3M2		
IGF2BP2	AP3S2		
IGF2BP2	AP5M1		
IGF2BP2	APAF1		
IGF2BP2	APC		
IGF2BP2	APEX1		
IGF2BP2	APH1A		
IGF2BP2	API5		
IGF2BP2	APLP2		
IGF2BP2	APMAP		
IGF2BP2	APOO		
IGF2BP2	APP		
IGF2BP2	APTX		
IGF2BP2	ARAF		
IGF2BP2	AREL1		
IGF2BP2	ARF1		
IGF2BP2	ARF3		
IGF2BP2	ARF4		
IGF2BP2	ARF5		
IGF2BP2	ARF6		
IGF2BP2	ARFIP1		
IGF2BP2	ARFIP2		
IGF2BP2	ARG2		
IGF2BP2	ARHGAP12		
IGF2BP2	ARHGAP17		
IGF2BP2	ARHGAP19		
IGF2BP2	ARHGAP32		
IGF2BP2	ARHGAP35		
IGF2BP2	ARHGAP5		
IGF2BP2	ARHGDIA		
IGF2BP2	ARHGEF11		
IGF2BP2	ARHGEF2		
IGF2BP2	ARHGEF7		
IGF2BP2	ARID1A		
IGF2BP2	ARID1B		
IGF2BP2	ARID3A		
IGF2BP2	ARID4B		
IGF2BP2	ARIH1		
IGF2BP2	ARL6IP1		
IGF2BP2	ARL6IP6		
IGF2BP2	ARMC1		
IGF2BP2	ARPC3		
IGF2BP2	ARPC5L		
IGF2BP2	ASAP1		
IGF2BP2	ASB1		
IGF2BP2	ASB8		
IGF2BP2	ASCC3		
IGF2BP2	ASF1B		
IGF2BP2	ASIC1		
IGF2BP2	ASNS		
IGF2BP2	ASNSD1		
IGF2BP2	ASPM		
IGF2BP2	ASS1		
IGF2BP2	ASUN		
IGF2BP2	ASXL1		
IGF2BP2	ASXL2		
IGF2BP2	ATF2		
IGF2BP2	ATF3		
IGF2BP2	ATF4		
IGF2BP2	ATF5		
IGF2BP2	ATF7		
IGF2BP2	ATG13		
IGF2BP2	ATG16L1		
IGF2BP2	ATG2B		
IGF2BP2	ATG3		
IGF2BP2	ATG4B		
IGF2BP2	ATG9A		
IGF2BP2	ATIC		
IGF2BP2	ATN1		
IGF2BP2	ATP11A		
IGF2BP2	ATP11C		
IGF2BP2	ATP13A3		
IGF2BP2	ATP1A1		
IGF2BP2	ATP1B3		
IGF2BP2	ATP2A2		
IGF2BP2	ATP2B1		
IGF2BP2	ATP2C1		
IGF2BP2	ATP5A1		
IGF2BP2	ATP5B		
IGF2BP2	ATP5F1		
IGF2BP2	ATP5G2		
IGF2BP2	ATP5G3		
IGF2BP2	ATP5J		
IGF2BP2	ATP5J2		
IGF2BP2	ATP5L		
IGF2BP2	ATP5SL		
IGF2BP2	ATP6AP1		
IGF2BP2	ATP6AP2		
IGF2BP2	ATP6V0B		
IGF2BP2	ATP6V0C		
IGF2BP2	ATP6V0E2		
IGF2BP2	ATP6V1A		
IGF2BP2	ATP6V1C1		
IGF2BP2	ATP6V1H		
IGF2BP2	ATP7B		
IGF2BP2	ATP8B2		
IGF2BP2	ATPAF1		
IGF2BP2	ATRAID		
IGF2BP2	ATRX		
IGF2BP2	ATXN10		
IGF2BP2	ATXN2L		
IGF2BP2	ATXN7		
IGF2BP2	ATXN7L3		
IGF2BP2	AUP1		
IGF2BP2	AURKB		
IGF2BP2	AUTS2		
IGF2BP2	AZI2		
IGF2BP2	AZIN1		
IGF2BP2	B2M		
IGF2BP2	B4GALNT1		
IGF2BP2	B4GALT1		
IGF2BP2	B4GALT2		
IGF2BP2	B4GALT3		
IGF2BP2	BACH1		
IGF2BP2	BAG3		
IGF2BP2	BAG4		
IGF2BP2	BAHCC1		
IGF2BP2	BANF1		
IGF2BP2	BAP1		
IGF2BP2	BARD1		
IGF2BP2	BAX		
IGF2BP2	BAZ2A		
IGF2BP2	BBS4		
IGF2BP2	BBX		
IGF2BP2	BCAP31		
IGF2BP2	BCAT2		
IGF2BP2	BCCIP		
IGF2BP2	BCKDHA		
IGF2BP2	BCKDK		
IGF2BP2	BCL11A		
IGF2BP2	BCL2L2		
IGF2BP2	BCLAF1		
IGF2BP2	BCOR		
IGF2BP2	BCORL1		
IGF2BP2	BCS1L		
IGF2BP2	BECN1		
IGF2BP2	BET1L		
IGF2BP2	BEX4		
IGF2BP2	BFAR		
IGF2BP2	BICD2		
IGF2BP2	BID		
IGF2BP2	BIRC2		
IGF2BP2	BIRC6		
IGF2BP2	BMI1		
IGF2BP2	BMP7		
IGF2BP2	BNIP2		
IGF2BP2	BNIP3L		
IGF2BP2	BOD1		
IGF2BP2	BORA		
IGF2BP2	BPTF		
IGF2BP2	BRAF		
IGF2BP2	BRCC3		
IGF2BP2	BRD2		
IGF2BP2	BRD3		
IGF2BP2	BRD4		
IGF2BP2	BRD7		
IGF2BP2	BRE		
IGF2BP2	BRK1		
IGF2BP2	BRPF3		
IGF2BP2	BSDC1		
IGF2BP2	BSG		
IGF2BP2	BTBD10		
IGF2BP2	BTBD2		
IGF2BP2	BTBD3		
IGF2BP2	BTF3		
IGF2BP2	BTG2		
IGF2BP2	BUB1		
IGF2BP2	BUB1B		
IGF2BP2	BUB3		
IGF2BP2	BYSL		
IGF2BP2	BZW1		
IGF2BP2	BZW2		
IGF2BP2	C10orf12		
IGF2BP2	C10orf2		
IGF2BP2	C11orf84		
IGF2BP2	C11orf95		
IGF2BP2	C12orf4		
IGF2BP2	C12orf73		
IGF2BP2	C14orf142		
IGF2BP2	C14orf166		
IGF2BP2	C17orf80		
IGF2BP2	C18orf21		
IGF2BP2	C19orf43		
IGF2BP2	C19orf47		
IGF2BP2	C19orf48		
IGF2BP2	C19orf53		
IGF2BP2	C1orf109		
IGF2BP2	C1orf115		
IGF2BP2	C1orf27		
IGF2BP2	C1orf43		
IGF2BP2	C1orf52		
IGF2BP2	C1QBP		
IGF2BP2	C20orf24		
IGF2BP2	C21orf33		
IGF2BP2	C21orf58		
IGF2BP2	C2CD5		
IGF2BP2	C2orf82		
IGF2BP2	C3orf17		
IGF2BP2	C4orf27		
IGF2BP2	C5orf45		
IGF2BP2	C6orf89		
IGF2BP2	C7orf49		
IGF2BP2	C7orf50		
IGF2BP2	C8orf33		
IGF2BP2	C9orf142		
IGF2BP2	CA2		
IGF2BP2	CA8		
IGF2BP2	CAAP1		
IGF2BP2	CACNA2D1		
IGF2BP2	CACUL1		
IGF2BP2	CACYBP		
IGF2BP2	CADM1		
IGF2BP2	CALD1		
IGF2BP2	CALM1		
IGF2BP2	CALM3		
IGF2BP2	CALR		
IGF2BP2	CALU		
IGF2BP2	CAMK2D		
IGF2BP2	CAMKK2		
IGF2BP2	CAMSAP1		
IGF2BP2	CAMTA1		
IGF2BP2	CAND1		
IGF2BP2	CAND2		
IGF2BP2	CANT1		
IGF2BP2	CANX		
IGF2BP2	CAP1		
IGF2BP2	CAP2		
IGF2BP2	CAPN10		
IGF2BP2	CAPN15		
IGF2BP2	CAPN2		
IGF2BP2	CAPNS1		
IGF2BP2	CAPRIN1		
IGF2BP2	CAPZA2		
IGF2BP2	CARHSP1		
IGF2BP2	CARM1		
IGF2BP2	CARS		
IGF2BP2	CASC3		
IGF2BP2	CASC5		
IGF2BP2	CASK		
IGF2BP2	CASP2		
IGF2BP2	CASP8AP2		
IGF2BP2	CAST		
IGF2BP2	CBFB		
IGF2BP2	CBLL1		
IGF2BP2	CBR1		
IGF2BP2	CBX1		
IGF2BP2	CBX2		
IGF2BP2	CBX3		
IGF2BP2	CBX4		
IGF2BP2	CBX6		
IGF2BP2	CBY1		
IGF2BP2	CCAR2		
IGF2BP2	CCDC106		
IGF2BP2	CCDC109B		
IGF2BP2	CCDC14		
IGF2BP2	CCDC174		
IGF2BP2	CCDC186		
IGF2BP2	CCDC25		
IGF2BP2	CCDC43		
IGF2BP2	CCDC57		
IGF2BP2	CCDC66		
IGF2BP2	CCDC82		
IGF2BP2	CCDC85C		
IGF2BP2	CCDC86		
IGF2BP2	CCDC93		
IGF2BP2	CCDC97		
IGF2BP2	CCNB1		
IGF2BP2	CCNB2		
IGF2BP2	CCNC		
IGF2BP2	CCND1		
IGF2BP2	CCND2		
IGF2BP2	CCNE2		
IGF2BP2	CCNF		
IGF2BP2	CCNG1		
IGF2BP2	CCNI		
IGF2BP2	CCNK		
IGF2BP2	CCNL1		
IGF2BP2	CCNT2		
IGF2BP2	CCT3		
IGF2BP2	CCT4		
IGF2BP2	CCT5		
IGF2BP2	CCT6A		
IGF2BP2	CCT7		
IGF2BP2	CCT8		
IGF2BP2	CD151		
IGF2BP2	CD164		
IGF2BP2	CD276		
IGF2BP2	CD2AP		
IGF2BP2	CD2BP2		
IGF2BP2	CD46		
IGF2BP2	CD81		
IGF2BP2	CD99L2		
IGF2BP2	CDC123		
IGF2BP2	CDC16		
IGF2BP2	CDC20		
IGF2BP2	CDC23		
IGF2BP2	CDC25A		
IGF2BP2	CDC25B		
IGF2BP2	CDC37		
IGF2BP2	CDC42BPA		
IGF2BP2	CDC42SE1		
IGF2BP2	CDC6		
IGF2BP2	CDC7		
IGF2BP2	CDCA5		
IGF2BP2	CDCA7		
IGF2BP2	CDCA7L		
IGF2BP2	CDCA8		
IGF2BP2	CDH2		
IGF2BP2	CDIP1		
IGF2BP2	CDIPT		
IGF2BP2	CDK1		
IGF2BP2	CDK11A		
IGF2BP2	CDK12		
IGF2BP2	CDK16		
IGF2BP2	CDK17		
IGF2BP2	CDK2		
IGF2BP2	CDK2AP1		
IGF2BP2	CDK4		
IGF2BP2	CDK5RAP1		
IGF2BP2	CDK6		
IGF2BP2	CDK9		
IGF2BP2	CDKN2C		
IGF2BP2	CDR1-AS		
IGF2BP2	CDR2L		
IGF2BP2	CDT1		
IGF2BP2	CDV3		
IGF2BP2	CDYL		
IGF2BP2	CEBPG		
IGF2BP2	CELF1		
IGF2BP2	CELSR1		
IGF2BP2	CENPA		
IGF2BP2	CENPN		
IGF2BP2	CENPO		
IGF2BP2	CENPP		
IGF2BP2	CENPU		
IGF2BP2	CEP104		
IGF2BP2	CEP120		
IGF2BP2	CEP170		
IGF2BP2	CEP192		
IGF2BP2	CEP350		
IGF2BP2	CEP57		
IGF2BP2	CEP85		
IGF2BP2	CERK		
IGF2BP2	CERS1		
IGF2BP2	CERS2		
IGF2BP2	CES2		
IGF2BP2	CFAP20		
IGF2BP2	CFL1		
IGF2BP2	CGGBP1		
IGF2BP2	CH507-9B2.3		
IGF2BP2	CHCHD3		
IGF2BP2	CHCHD7		
IGF2BP2	CHD1		
IGF2BP2	CHD1L		
IGF2BP2	CHD4		
IGF2BP2	CHD6		
IGF2BP2	CHD7		
IGF2BP2	CHD8		
IGF2BP2	CHERP		
IGF2BP2	CHMP1A		
IGF2BP2	CHMP2B		
IGF2BP2	CHMP3		
IGF2BP2	CHMP5		
IGF2BP2	CHN1		
IGF2BP2	CHRAC1		
IGF2BP2	CHST11		
IGF2BP2	CHST15		
IGF2BP2	CHSY1		
IGF2BP2	CHTF8		
IGF2BP2	CHUK		
IGF2BP2	CIAO1		
IGF2BP2	CIAPIN1		
IGF2BP2	CIRBP		
IGF2BP2	CIT		
IGF2BP2	CITED2		
IGF2BP2	CIZ1		
IGF2BP2	CKAP2		
IGF2BP2	CKAP4		
IGF2BP2	CKAP5		
IGF2BP2	CKB		
IGF2BP2	CKLF-CMTM1		
IGF2BP2	CKS1B		
IGF2BP2	CKS2		
IGF2BP2	CLASP2		
IGF2BP2	CLCN3		
IGF2BP2	CLCN5		
IGF2BP2	CLDND1		
IGF2BP2	CLIC4		
IGF2BP2	CLN6		
IGF2BP2	CLNS1A		
IGF2BP2	CLOCK		
IGF2BP2	CLPB		
IGF2BP2	CLPTM1		
IGF2BP2	CLSPN		
IGF2BP2	CLSTN1		
IGF2BP2	CLTC		
IGF2BP2	CMAS		
IGF2BP2	CMTM4		
IGF2BP2	CMTR2		
IGF2BP2	CNBP		
IGF2BP2	CNIH1		
IGF2BP2	CNIH4		
IGF2BP2	CNN3		
IGF2BP2	CNNM3		
IGF2BP2	CNOT1		
IGF2BP2	CNOT11		
IGF2BP2	CNOT6		
IGF2BP2	CNOT6L		
IGF2BP2	CNOT7		
IGF2BP2	CNOT8		
IGF2BP2	CNP		
IGF2BP2	CNPY3		
IGF2BP2	COA1		
IGF2BP2	COCH		
IGF2BP2	COG5		
IGF2BP2	COG8		
IGF2BP2	COIL		
IGF2BP2	COL27A1		
IGF2BP2	COL2A1		
IGF2BP2	COL4A1		
IGF2BP2	COL4A2		
IGF2BP2	COL5A1		
IGF2BP2	COLGALT1		
IGF2BP2	COMT		
IGF2BP2	COPA		
IGF2BP2	COPB1		
IGF2BP2	COPE		
IGF2BP2	COPG1		
IGF2BP2	COPS3		
IGF2BP2	COPS4		
IGF2BP2	COPS6		
IGF2BP2	COPS7A		
IGF2BP2	COPS8		
IGF2BP2	COPZ1		
IGF2BP2	COQ9		
IGF2BP2	CORO1C		
IGF2BP2	COX11		
IGF2BP2	COX5A		
IGF2BP2	COX7A2L		
IGF2BP2	COX7C		
IGF2BP2	CPD		
IGF2BP2	CPEB4		
IGF2BP2	CPNE1		
IGF2BP2	CPOX		
IGF2BP2	CPSF3		
IGF2BP2	CPSF4		
IGF2BP2	CPSF6		
IGF2BP2	CPSF7		
IGF2BP2	CRBN		
IGF2BP2	CREB1		
IGF2BP2	CREB3L2		
IGF2BP2	CREB5		
IGF2BP2	CREBBP		
IGF2BP2	CREBZF		
IGF2BP2	CREM		
IGF2BP2	CRKL		
IGF2BP2	CRLS1		
IGF2BP2	CRNDE		
IGF2BP2	CRNKL1		
IGF2BP2	CROCC		
IGF2BP2	CRY1		
IGF2BP2	CS		
IGF2BP2	CSDE1		
IGF2BP2	CSE1L		
IGF2BP2	CSNK1A1		
IGF2BP2	CSNK1E		
IGF2BP2	CSNK2A2		
IGF2BP2	CSRNP2		
IGF2BP2	CSRP2		
IGF2BP2	CST3		
IGF2BP2	CSTF2		
IGF2BP2	CTBP1		
IGF2BP2	CTCF		
IGF2BP2	CTD-2116N17.1		
IGF2BP2	CTDNEP1		
IGF2BP2	CTDSP1		
IGF2BP2	CTDSP2		
IGF2BP2	CTNNA1		
IGF2BP2	CTNNB1		
IGF2BP2	CTNND1		
IGF2BP2	CTPS1		
IGF2BP2	CTSA		
IGF2BP2	CTSD		
IGF2BP2	CTTN		
IGF2BP2	CUL1		
IGF2BP2	CUL2		
IGF2BP2	CUL3		
IGF2BP2	CUL4A		
IGF2BP2	CUX1		
IGF2BP2	CWC22		
IGF2BP2	CXADR		
IGF2BP2	CXXC1		
IGF2BP2	CYB5B		
IGF2BP2	CYB5D1		
IGF2BP2	CYB5R3		
IGF2BP2	CYC1		
IGF2BP2	CYCS		
IGF2BP2	CYFIP1		
IGF2BP2	CYFIP2		
IGF2BP2	CYSTM1		
IGF2BP2	CYTH3		
IGF2BP2	DAB1		
IGF2BP2	DACH1		
IGF2BP2	DALRD3		
IGF2BP2	DAPK1		
IGF2BP2	DAPK3		
IGF2BP2	DARS		
IGF2BP2	DAXX		
IGF2BP2	DAZAP1		
IGF2BP2	DAZAP2		
IGF2BP2	DBI		
IGF2BP2	DBNDD2		
IGF2BP2	DCAF11		
IGF2BP2	DCAF12		
IGF2BP2	DCAF16		
IGF2BP2	DCAF5		
IGF2BP2	DCAF6		
IGF2BP2	DCAF7		
IGF2BP2	DCAF8		
IGF2BP2	DCAKD		
IGF2BP2	DCLRE1C		
IGF2BP2	DCP1A		
IGF2BP2	DCP2		
IGF2BP2	DCTD		
IGF2BP2	DCTN2		
IGF2BP2	DCTPP1		
IGF2BP2	DCUN1D4		
IGF2BP2	DDHD2		
IGF2BP2	DDOST		
IGF2BP2	DDT		
IGF2BP2	DDX1		
IGF2BP2	DDX17		
IGF2BP2	DDX18		
IGF2BP2	DDX21		
IGF2BP2	DDX23		
IGF2BP2	DDX24		
IGF2BP2	DDX39A		
IGF2BP2	DDX3X		
IGF2BP2	DDX41		
IGF2BP2	DDX42		
IGF2BP2	DDX46		
IGF2BP2	DDX49		
IGF2BP2	DDX5		
IGF2BP2	DDX50		
IGF2BP2	DDX54		
IGF2BP2	DDX56		
IGF2BP2	DEF8		
IGF2BP2	DEK		
IGF2BP2	DENND1B		
IGF2BP2	DENND4B		
IGF2BP2	DEPDC1		
IGF2BP2	DERA		
IGF2BP2	DESI1		
IGF2BP2	DESI2		
IGF2BP2	DGCR2		
IGF2BP2	DHCR24		
IGF2BP2	DHCR7		
IGF2BP2	DHDDS		
IGF2BP2	DHFR		
IGF2BP2	DHRS7B		
IGF2BP2	DHX30		
IGF2BP2	DHX33		
IGF2BP2	DHX34		
IGF2BP2	DHX40		
IGF2BP2	DHX9		
IGF2BP2	DIAPH1		
IGF2BP2	DICER1		
IGF2BP2	DIDO1		
IGF2BP2	DIMT1		
IGF2BP2	DIS3		
IGF2BP2	DLAT		
IGF2BP2	DLC1		
IGF2BP2	DLD		
IGF2BP2	DLG1		
IGF2BP2	DLG5		
IGF2BP2	DLX2		
IGF2BP2	DMKN		
IGF2BP2	DMPK		
IGF2BP2	DMTF1		
IGF2BP2	DMXL1		
IGF2BP2	DNAAF5		
IGF2BP2	DNAH14		
IGF2BP2	DNAJA2		
IGF2BP2	DNAJB12		
IGF2BP2	DNAJB6		
IGF2BP2	DNAJC11		
IGF2BP2	DNAJC19		
IGF2BP2	DNAJC8		
IGF2BP2	DNASE1L1		
IGF2BP2	DNM1L		
IGF2BP2	DNMT1		
IGF2BP2	DNMT3B		
IGF2BP2	DNPH1		
IGF2BP2	DOCK9		
IGF2BP2	DOK3		
IGF2BP2	DONSON		
IGF2BP2	DOPEY1		
IGF2BP2	DOT1L		
IGF2BP2	DPF2		
IGF2BP2	DPH1		
IGF2BP2	DPH2		
IGF2BP2	DPM2		
IGF2BP2	DPP8		
IGF2BP2	DPY19L1		
IGF2BP2	DPYSL3		
